#Open,High,Low,Volume,Close
39.450001,40,39.139999,1139800,39.240002
37.98,39.150002,37.5,3266300,38.419998
38.450001,38.869999,37.290001,2261300,37.889999
38.299999,39,38.049999,966800,38.450001
38.639999,38.75,38.209999,990700,38.27
38.5,38.509998,36.950001,2017600,37.040001
37.360001,39.290001,37.310001,2701400,39.279999
39.299999,39.650002,38.459999,3122000,38.540001
36.490002,37.389999,34.540001,9037800,35.16
35.720001,36.389999,35.599998,2547300,36.110001
36.150002,36.75,34.34,2889400,34.380001
34.459999,34.959999,33.799999,2762900,34.43
34.41,35.41,34.400002,1959200,35.099998
35.889999,36.099998,34.369999,1964900,34.830002
35,35.080002,34.25,1546600,34.650002
34.77,35.830002,34.700001,1757700,35.580002
36,36.919998,35.790001,2087000,36.650002
37.009998,37.880001,36.970001,1150000,37.689999
37.73,38.650002,36.880001,1158300,38.23
38.060001,39.439999,37.360001,912100,38.470001
38.869999,39.439999,38.650002,1579500,39.099998
38.900002,39.380001,38.849998,1275100,39.119999
39,39.490002,38.810001,822000,38.98
38.900002,38.91,36.77,2021000,36.849998
36.639999,36.650002,35.209999,3279600,35.290001
35.299999,36.060001,34.919998,1316100,35.150002
35.25,35.599998,34.939999,1098500,35.080002
35.259998,36.07,35.16,1423000,35.950001
35.950001,37.060001,35.740002,1146300,36.009998
36.200001,36.799999,36.200001,440200,36.619999
37.099998,38.52,36.77,2378800,37.529999
37.98,38.220001,37.66,1808200,37.860001
37.939999,38.380001,37.310001,1296300,38.16
38.23,38.240002,37.75,1158700,37.889999
42.360001,46.68,41.700001,14098500,43.93
43.599998,45.5,43.509998,6652400,44.34
43.099998,43.470001,40.209999,5643600,41.099998
41.110001,42.25,40.810001,2264800,42.009998
42,42,40.5,1552400,41.369999
41.970001,42.549999,41.509998,1679000,41.830002
41.799999,41.830002,40.330002,1696100,40.5
40.700001,42.009998,40.610001,2121100,41.860001
42.060001,44.549999,41.75,3447400,43.59
43.25,45.139999,43.049999,3149400,43.75
43.5,43.799999,42.509998,1681400,43.299999
44.189999,46.139999,43.91,3180400,45.59
45.5,45.950001,44.540001,2118500,45.450001
45.98,47.599998,45.389999,3367900,46.970001
47.459999,49.880001,47.07,3011700,47.830002
48.599998,50.200001,47.75,3939400,50.189999
51,52.919998,50.66,3733800,51.009998
50.900002,51.049999,48.98,2630000,50.43
50.5,52.400002,50.5,2795900,52
53.130001,53.740002,50.619999,3622100,51.200001
51.759998,54.990002,51.200001,3639700,54.939999
56,58.18,53.759998,5522600,53.990002
55.990002,55.990002,53,2742800,53.279999
53.849998,55.27,53.700001,3050400,54.110001
56.470001,56.470001,54.5,3378700,54.549999
56.389999,59.66,55.5,4366700,59.5
62,62.369999,55.119999,9991000,55.509998
57.5,58.200001,55.709999,6769900,55.790001
70.120003,75.769997,63.689999,28605000,69.400002
69.650002,81,69.25,25082600,76.760002
80.989998,88,79.150002,22416900,87.800003
94.220001,97.120003,81.150002,37163900,83.239998
81.800003,86.879997,78.110001,16878700,84.839996
94.699997,95,88.660004,21614000,92.25
92.5,94.440002,87.5,19002200,91.5
91.120003,92.5,88.629997,8348400,89.940002
88.5,89.989998,85.279999,8998200,87.589996
86.370003,90.959999,85.5,8568000,87.239998
84.809998,93.010002,83.050003,12022200,92.730003
92.599998,97.949997,92,16124200,97.080002
101.550003,110.75,100.300003,19691900,110.330002
113.550003,114.900002,99,25099500,104.629997
102.459999,109.540001,101.199997,16133700,104.949997
106.260002,106.440002,97.730003,15172000,97.760002
97.620003,97.620003,88.25,19139600,92.589996
92.75,96.419998,92.400002,8856100,94.839996
93.660004,97.970001,89.110001,12224800,95.370003
95.25,99.269997,95.110001,9510900,97.349998
98,102.900002,96.699997,10711600,102.040001
98.93,102.519997,98.57,9228600,100.050003
98.18,98.68,94.050003,7394000,94.470001
96.800003,100.480003,95.75,9192700,97.730003
99,99.279999,95.120003,5961600,98.18
100,102.519997,99.330002,6564700,100.300003
103.599998,104.75,101.199997,7066200,102.199997
101.75,103.980003,99.199997,8795300,103.389999
102.059998,106.669998,102.010002,8578900,104.68
104.650002,107.129997,99.449997,10106500,100.650002
103.699997,103.699997,97.5,11718600,99.550003
96.5,102.870003,95.300003,7119800,101.489998
103.099998,104.199997,100.550003,5848700,102.400002
103.800003,105.870003,102.660004,6602600,105.720001
106.75,110.25,106.129997,8744900,109.25
108.57,109.440002,106.709999,5748600,107.360001
109.360001,117.769997,109.150002,10903600,117.18
118.25,121.889999,115.5,12064100,117.82
118,119.25,114.269997,4806700,115.239998
118.32,120.279999,115.699997,6818700,120.089996
121.370003,122.18,118.82,7814200,121.610001
124.639999,125.32,121.910004,8603300,123.449997
123.190002,123.25,120.790001,5600100,122.269997
124.879997,126.089996,122.349998,7483600,125.610001
125.5,129.940002,124.510002,11344000,129.899994
133.029999,133.259995,126.82,9922400,127.260002
126.279999,126.32,107.300003,32371900,109.050003
106.519997,121.620003,104.5,26029000,120.25
120.970001,122.730003,116.18,11398100,119.029999
118.5,120.550003,116.510002,5890300,119.68
119.889999,126.68,119.879997,9797800,122.43
124,125.559998,121.82,7736400,122.739998
124.470001,124.5,119.559998,6869000,121.699997
120.400002,124.75,120.190002,5284300,124.07
128.139999,130.679993,126.610001,9633100,129.389999
129.320007,135.369995,128.25,9678900,134.619995
134.800003,137.490005,128.179993,13127000,131.740005
132.570007,134.970001,131.449997,6351700,134.279999
135,136.520004,132.630005,5323600,135.550003
134.589996,138.25,133.610001,6269900,138
140.009995,144.889999,139.649994,10200700,144.679993
144.75,145.729996,141.100006,9254500,142.149994
141.889999,141.949997,132.360001,18212200,134.229996
154.350006,158.880005,150.460007,27246800,153.479996
152.399994,155.949997,151.25,8927700,153
149.429993,150.5,142.050003,14912200,147.380005
149.5,149.839996,144.449997,8748900,145.429993
142.720001,144.839996,138.050003,11693800,139.360001
136.429993,143.600006,135,10179200,139.669998
141.630005,143.910004,140.970001,7108100,142
143.429993,147.380005,142.830002,8037700,144.899994
148.649994,149.779999,147,6418200,149.580002
150,150.309998,146.25,6266300,147.860001
149.220001,157.479996,148.139999,10592400,157.100006
157,162.300003,155,12931900,161.839996
165.149994,173,160.25,24171100,164.220001
162.300003,168.800003,160.949997,17566900,167.009995
169.059998,171.5,163.25,14740100,166.449997
164.220001,167.75,162.509995,9436000,166.059998
166.369995,169.210007,163.960007,11028400,169
173.399994,173.699997,166.399994,12061100,168.940002
169.770004,171.619995,165.559998,11475700,170.619995
170.100006,171.5,168.25,6685300,169.929993
168.570007,169.699997,165.149994,8619700,166.970001
163.119995,164.5,158.509995,14344500,160.699997
161.449997,167.5,160.630005,8967800,166.369995
166.410004,167.899994,162.130005,5832500,163.520004
164,166.759995,160.509995,6160000,164.929993
162.770004,166.369995,162.160004,5401200,165.539993
168,170.850006,165.850006,7574900,166.580002
165.080002,168.419998,163.360001,5496900,166.229996
167.070007,167.449997,164.199997,5439700,166.220001
170.800003,180.470001,169.080002,15594600,177.919998
178.899994,185.830002,178.559998,13401700,183.389999
184.479996,185.479996,177.110001,8173400,181.110001
179.139999,184.960007,177.649994,6273400,182.330002
183.559998,186.300003,180.5,8252700,185.240005
186.699997,189.679993,185.610001,6614400,188.639999
187.520004,191.279999,186.429993,5916400,190.899994
189,194.5,188,8924700,193.369995
193.960007,194.229996,188.369995,7755900,193
188.589996,191.830002,175.399994,20775400,180.949997
175.050003,179.690002,168,23816500,173.309998
176.399994,181.179993,172.649994,14414000,180.979996
182.460007,186.729996,180.259995,11485600,183.070007
184.399994,185.929993,173.210007,13757200,174.729996
174.729996,174.990005,161.5,15316500,168.779999
173.089996,175.75,169.690002,8883900,172.929993
172.75,179.289993,171.199997,8311100,178.699997
175,182.5,174.149994,7769600,179.720001
185.279999,188.789993,183.179993,10978500,183.940002
184.899994,187.300003,182.089996,8205400,183.559998
183.539993,184.800003,180.990005,6705000,182.800003
184.149994,185.960007,182.520004,5930800,183.399994
183.279999,183.389999,171,11532100,172.600006
170.5,177.779999,166.110001,11386700,171.539993
168.910004,171.809998,160.149994,13320400,164.5
165,174.5,162.830002,10825700,173.149994
174.210007,174.5,166.800003,7595500,169.660004
170.179993,170.5,162.199997,7841700,162.860001
162.759995,165.449997,153,14111700,164.470001
164.630005,167.679993,158.169998,8401800,159.220001
155.669998,162.440002,153.300003,9333800,159.940002
163,165.899994,160.410004,7180600,162.169998
165,175.389999,164.220001,13120400,175.199997
180,181.429993,171.360001,22467100,176.809998
154.809998,160.729996,146.350006,31071700,151.160004
144.190002,145.649994,137.619995,22284700,139.770004
136.479996,140.600006,132.320007,22477900,137.949997
141,145.419998,137.100006,13997600,144.699997
144.690002,144.699997,136.179993,14985200,137.800003
140.839996,142.369995,136.339996,12658300,138.699997
138.919998,140.399994,134.110001,12203700,137.600006
136.850006,137.949997,134.350006,9900200,135.449997
135.270004,135.449997,119.610001,23138200,121.580002
119.43,129,119.220001,19816200,126.089996
126.080002,127.449997,119.059998,13849600,121.110001
122.889999,124.790001,120.25,11903800,122.099998
121.580002,122.75,117.93,11096700,121.379997
124.5,125.839996,120.300003,10267300,120.839996
119.379997,122.720001,116.099998,13885500,120.5
121.309998,126.949997,119.519997,12367600,126.940002
129.770004,130.589996,126.980003,9716200,127.279999
126.349998,128.550003,123.93,7751200,124.169998
132.679993,144.940002,131.589996,25682400,144.699997
144.320007,144.429993,137.130005,13147700,138.949997
140.149994,143.350006,139.5,9288400,140.479996
141.509995,142.490005,136.300003,7909600,137.360001
137,141.699997,134.210007,9061500,141.600006
140.050003,145.869995,139.860001,10748200,142.190002
141.880005,143.050003,139.490005,7137800,139.649994
139.699997,148.240005,138.529999,10767800,147.470001
148.050003,151.800003,147.320007,10591900,147.649994
148.479996,150.429993,146.100006,6675300,147.940002
147.580002,154.630005,146.320007,10495000,152.460007
152.240005,154.899994,145.949997,11581900,147.979996
146.899994,147,139.100006,12740000,140.720001
141.580002,144.350006,141.580002,7412600,143.240005
144.850006,146.240005,142.600006,5385500,143.550003
150,154.970001,149.820007,9941500,151.410004
155.039993,158,154.289993,7129500,155.5
155.300003,155.5,150.800003,5460200,151.119995
151.119995,154.809998,150.75,4467500,152.440002
152.320007,153.199997,148.660004,4262400,150.429993
149.800003,152.479996,146.550003,6188400,150.100006
150,152.190002,148.600006,4695000,149.559998
150,150.399994,145.240005,5361100,147
147.619995,150.399994,145.25,5034100,149.360001
148.850006,153.699997,148.759995,6163200,151.279999
152.5,153.429993,146.850006,5382000,147.529999
148.460007,148.899994,142.25,7446100,145.720001
145.779999,147,137.820007,6316100,139.339996
140.5,162,136.669998,27607000,161.270004
168.449997,172.229996,162.100006,20465600,164.130005
162.5,172.699997,162.399994,11959400,170.970001
170.190002,173.199997,167.949997,9206200,170.009995
171.240005,177.289993,170.809998,9734700,176.679993
177.809998,180.320007,174.759995,7022600,178.559998
177.229996,182.380005,173.419998,7867400,181.5
177.850006,180.479996,173.529999,7664300,174.600006
175.160004,177.919998,164.710007,8716400,169.619995
171.5,178.979996,171,6093400,178.380005
175.300003,179.089996,173.130005,5935500,175.229996
178,184.779999,177.009995,8565000,182.839996
178.850006,186,178.509995,6508800,181.410004
182.889999,184.880005,175.160004,6764900,177.110001
180.699997,181.600006,176.199997,4686300,178.729996
178.300003,180.589996,169.360001,7268000,174.419998
176.300003,180.110001,176,5841600,178.380005
181.009995,186.630005,179.600006,8928500,186.529999
189.339996,199.300003,189.320007,12970700,196.559998
198.970001,202.199997,192.699997,10709900,196.619995
195.779999,198.270004,194.320007,5173700,195.320007
193.339996,202.720001,193.25,8029300,199.630005
198.100006,201.880005,197,6158000,198.229996
205.240005,206,201.360001,9332800,203.699997
203.699997,203.699997,193.410004,16169000,193.639999
215.009995,215.210007,206.270004,18002300,209.970001
211.639999,213.979996,209.190002,7818800,209.600006
208.759995,218.360001,208.320007,8278400,217.649994
230,259.200012,228.449997,32681700,248
258.579987,265,247.5,24604600,253
261.25,261.899994,248.330002,17945800,252.539993
249.649994,252.679993,242.550003,14589800,244.809998
237.259995,251.649994,234.990005,13089300,250.559998
258.480011,260,252.830002,8745600,254.839996
256.720001,256.98999,251.800003,5935700,252.660004
254.139999,257.5,249.449997,7361100,252.940002
252.940002,254.850006,244.410004,7812300,246.210007
242.699997,243,236.059998,7728100,238.839996
236.5,244.600006,232.429993,8810100,234.410004
231.5,247.5,231.110001,9754400,241.490005
243.789993,244.190002,234,6236300,237.789993
235.289993,236.940002,228.320007,8289700,230.970001
234.949997,237.929993,230.5,5912600,233.979996
236.949997,241.5,235.020004,6242300,240.039993
241.389999,241.550003,233.509995,5071300,235.839996
236.160004,239.25,233.360001,3817900,234.910004
236.020004,236.199997,227.5,8216900,228.889999
229.75,229.899994,210.270004,11328800,220.169998
224.139999,227.050003,217.899994,7865400,220.440002
221.949997,222.600006,211.350006,6907300,212.960007
212.369995,213.600006,203,9495700,207.320007
212.800003,216.720001,210.270004,9684800,212.369995
216.5,216.75,206.389999,8380000,208.449997
209.020004,218.160004,208.580002,7371400,216.970001
220,230.889999,218.050003,10782300,230.289993
230.300003,235.729996,222,10923700,225.399994
226.009995,228.270004,211.25,11345600,212.229996
205.809998,216.199997,203.509995,9855500,207.520004
210.050003,216.490005,206.419998,6889300,215.460007
216.759995,218.449997,210.889999,5157900,216.929993
216.820007,217.5,203.789993,7211500,204.190002
200.610001,207,198.600006,9067200,203.779999
207.600006,208.440002,194.410004,7703000,198.089996
199.089996,199.289993,184.320007,13659300,193.910004
197,199.990005,190.820007,7202200,199.110001
199.610001,202.289993,194.080002,5926800,198.119995
197.080002,206.199997,194,5258200,204.380005
206.360001,219.330002,205.009995,9804700,218.639999
216.330002,216.740005,207,7295600,207.990005
210.809998,212.800003,203.199997,5495200,207.860001
202,206.699997,197.649994,6996700,199.850006
200,203.789993,190.5,7042000,198.509995
198.210007,207.149994,195.529999,5779100,206.919998
203.600006,208.160004,201.279999,4440600,207.889999
207.080002,214.020004,205.690002,5439900,207.729996
208.600006,211.360001,206.520004,4086800,210.910004
209.479996,217.690002,208.520004,5147000,216.610001
216.600006,218.660004,206.850006,5636700,207.279999
209.639999,210.199997,197.25,10179300,201.350006
182,194.399994,178,20056600,178.589996
179.860001,183.399994,177.220001,8495200,182.259995
183.869995,187.190002,179.880005,7002300,184.669998
183.759995,191.339996,183,7097200,190.160004
188.949997,193.479996,187.100006,5406700,190.619995
189.979996,192.660004,185.300003,6040400,188.589996
188.949997,192.039993,187.720001,4487700,191.559998
190.720001,196.889999,190,4571700,196.089996
196.940002,199.330002,193.070007,5546100,195.300003
196.179993,199.869995,194.789993,5285400,199.449997
200.350006,206.880005,199.559998,6214500,204.880005
204.529999,207.759995,202.5,4006800,207.300003
208.520004,213.869995,207.699997,5341100,211.559998
210.020004,212.770004,205.259995,5495100,210.240005
210.570007,212.490005,207.720001,3692500,210.240005
210.300003,214.800003,207.020004,5581100,207.770004
207.330002,209.350006,201.669998,4668100,204.699997
203.490005,208,202.589996,3860800,204.940002
204.350006,206.259995,200.399994,3427400,203.990005
204.470001,209.199997,204.050003,4054600,206.899994
209.75,210.809998,207.179993,3073800,208.169998
207.949997,209.990005,204.199997,2805700,205.309998
204.429993,206.970001,201.550003,3514700,202.300003
201.5,205,199.25,3977500,204.470001
205.100006,209.880005,202.710007,5993700,203.520004
204.779999,206.789993,201.580002,3544300,206.419998
206.759995,225.490005,206.259995,13246400,224.610001
224.110001,235.539993,222.850006,13304900,231.669998
231.5,231.710007,226.119995,6940200,227.119995
228.880005,235.309998,227,8793100,227.789993
228.520004,231.289993,226.199997,4903900,229.589996
229.509995,238.990005,228.220001,7791100,237.220001
238.970001,241.880005,231.630005,8075900,232.5
233.050003,237.550003,230.240005,5801600,236.889999
237.169998,240.399994,234.210007,5121400,235.600006
234.690002,240,234.5,5635000,239.059998
239.550003,244.490005,239,4828600,240.059998
242.460007,243.440002,238.699997,4336100,239.720001
240.660004,242.330002,227.070007,8027400,229.429993
231.289993,231.899994,224,5166700,229.25
227.5,229.779999,220.399994,5893700,222.660004
218.649994,220.960007,214.270004,7836200,219.070007
221.270004,224.220001,219.210007,4115400,223.059998
217.179993,222.220001,216.039993,4863900,219.460007
220.610001,221.600006,217.600006,3302300,218.130005
219.990005,228.789993,215.449997,7203200,226.699997
226.729996,227.649994,218.100006,5718500,219.580002
221.820007,224.800003,216.820007,4044500,217.160004
216.160004,220.550003,213.600006,4649400,215.399994
215.949997,221.210007,215.929993,4253700,220.020004
217.25,223.210007,216.720001,3822200,220.539993
222.190002,223.300003,219.110001,2730000,219.580002
220.009995,224.75,219.429993,3083300,222.490005
223.25,225.100006,220.800003,3245500,223.539993
222.720001,226.970001,221.75,3087100,223.570007
224.25,232,221.399994,6514300,224.820007
226.610001,228.300003,224.860001,3382400,225.009995
221.919998,229.600006,221.039993,4927800,228.919998
229.259995,231.399994,221.5,7749100,223.300003
226.089996,237.5,226,11895800,233.270004
234.380005,240.5,233.270004,5959700,238.520004
237.470001,242.990005,235.690002,5388600,238.490005
238.899994,251.419998,238.580002,9249300,248.929993
250.119995,256.690002,249.119995,7478900,252.389999
251.160004,251.759995,246.5,5090100,248.130005
255.479996,263.73999,255,8101300,259.320007
258.079987,260.299988,254.580002,6382300,259.959991
262.01001,265.640015,259.609985,6932600,260.309998
262.48999,263,256.5,4126600,261.380005
261.480011,262.089996,258.5,3867900,262.01001
263.25,267.26001,259.75,5849200,259.940002
258.869995,259.329987,251.619995,5334800,256.76001
254.669998,258.73999,253,3027900,255.710007
256.519989,258.799988,253.259995,2915600,254.339996
254.539993,256.950012,252.610001,2833400,256.779999
258.190002,263.679993,258.190002,4318100,262.549988
264.980011,265.5,261.660004,3818000,261.73999
263.5,264.23999,260.290009,2985100,263.25
261.890015,264.480011,261.640015,2844900,263.859985
268.700012,272,267.51001,6447100,269.700012
275.5,284.890015,274.299988,9852400,284.119995
287.670013,288,280.100006,6772300,281.190002
284.01001,291.420013,280.399994,8341700,286.040009
282.549988,282.899994,272.51001,11169900,277.390015
277.619995,284.880005,277.519989,5501600,282.109985
282.98999,285.48999,277,4558800,278.480011
279.5,281.410004,273.660004,3781300,281.100006
280.459991,284.790009,278.630005,3766100,280.309998
280.5,282.390015,277,3324600,279.200012
274.369995,274.399994,249.130005,16455400,253.860001
255.149994,262.459991,252.419998,8300100,260.73999
262.410004,264.700012,259.5,5177700,261.380005
263.359985,265.600006,262.320007,3692600,263.820007
257.98999,261.429993,255.270004,6810900,259.320007
255,256.019989,244.710007,8214100,250.029999
245.220001,253.800003,245,5658700,250.410004
251.119995,252.839996,247.039993,3749500,252.139999
252.520004,254.960007,246.100006,4834200,246.949997
248.25,249.729996,246.070007,3795400,246.600006
244,248.639999,241.380005,4852700,245.259995
246.919998,247.649994,240.119995,4238300,242.679993
242.199997,242.660004,235.649994,5941700,240.240005
250.199997,252.789993,245.360001,8998200,251.419998
253.059998,256.5,251.029999,5406300,255.210007
259.130005,262.48999,257.799988,7713300,260.619995
258.529999,261.459991,255.729996,4485500,259.570007
260.100006,262.880005,252.639999,5055100,259.279999
262.25,265.540009,254.399994,7361300,257.01001
244.639999,245.889999,235.199997,12888300,236.910004
238.570007,238.960007,221,11268700,224.589996
228.25,232.470001,223,7105300,227.059998
220,230.990005,217.320007,9147300,229.699997
219.720001,229.919998,219.100006,5399300,226.350006
233.380005,234.770004,226.550003,10549400,227.479996
226.720001,232.399994,225.509995,3494400,230.470001
234.270004,235.389999,230.800003,4130300,235.339996
233.190002,237.389999,230.559998,4116600,231.100006
234.660004,236.279999,232,3492400,235.289993
236.270004,237.800003,231.199997,3463300,235.240005
234.25,234.610001,220.309998,9553300,221.669998
229.600006,244.600006,228.25,10516300,242.770004
241.130005,241.5,235.639999,4962500,238.100006
238.139999,240.5,235.059998,3228400,238.660004
242.509995,243.119995,238.75,3775300,241.699997
243,247.559998,241.320007,4203800,242.589996
240.490005,242.350006,236.529999,3682600,238.929993
241,241.360001,230.529999,9045900,230.970001
234.490005,246.690002,228.5,15354700,241.220001
242.190002,242.839996,237.199997,5161000,240.199997
239.110001,242.880005,236.800003,4577200,241.929993
242.550003,251.820007,242,7948800,251.080002
249.720001,252.339996,245.580002,5870800,249.100006
250.619995,255.75,250.25,6236000,251.699997
250,258.850006,248.5,6101100,258.679993
257.48999,259,252.020004,4025700,253.979996
255.860001,259.98999,255.509995,4473000,257.700012
250.610001,251.880005,245.600006,7918500,247.740005
247.949997,250.929993,246,3587200,248.710007
252.210007,252.779999,242.169998,7485100,242.779999
245.199997,247.600006,240.639999,4789700,246.720001
247.350006,249.720001,246.089996,3159800,248.089996
248.339996,249,246.600006,1981200,248.440002
245.350006,246.690002,242.520004,2119700,244.520004
241.160004,242.470001,229.009995,8619400,231.639999
234.570007,234.880005,228,5887000,231.429993
226.25,229.720001,225.5,5307700,229.300003
228.600006,230.899994,227.809998,3855600,228.279999
228.669998,229.389999,222.259995,6063600,223.710007
221.539993,224.860001,212.339996,9225600,214.360001
209.339996,217.729996,204.270004,9431500,216.889999
214.130005,216.770004,207.699997,7314100,209.839996
210.529999,215.429993,208.229996,6694400,208.880005
204.820007,211.679993,204.5,7173800,207
209.289993,209.800003,202.669998,5218300,204.039993
200.889999,203.679993,195.369995,8426100,197.809998
193.059998,206.649994,192.649994,7367800,205.820007
212.380005,218.440002,211.800003,7483300,218.259995
220.190002,220.399994,214.5,6910500,219.289993
220,224.059998,218.259995,4799400,222.600006
223.809998,224.320007,219.520004,4505700,220.970001
219.770004,222.5,219.25,1332200,222.259995
221.509995,228.5,221.5,3327000,227.820007
226.899994,227.910004,224.020004,2802500,225.710007
223.990005,225.649994,221.399994,2903200,222.229996
223.089996,225.679993,222.25,2297500,222.410004
222.869995,223.25,213.259995,4764400,219.309998
214.550003,216.5,207.160004,5368500,210.089996
210.059998,214.199997,204.210007,6261900,211.279999
213.350006,214.779999,209.779999,2968400,210.949997
212.809998,213.800003,210.009995,3442500,210.619995
208.919998,209.979996,204.960007,4668300,206.660004
203.050003,204.470001,199.25,5950300,202.210007
203.320007,207.610001,200.910004,4477300,204.25
185.830002,195.199997,185,11513900,192.690002
194.490005,195.75,190,5216500,191.869995
190.699997,194.490005,189.649994,3603200,193.070007
193.869995,194.119995,187.039993,4503200,191.929993
189.550003,198.679993,189.509995,4153000,196.570007
197,203.240005,195.199997,4116900,201.619995
200.289993,203.5,198.330002,3438600,201.289993
201.830002,208.619995,201.050003,3234500,206.550003
204.419998,208.029999,203.300003,2781000,205.979996
206.110001,206.369995,198.419998,3149600,199.369995
201.070007,205.979996,196.5,3548100,205.199997
203.960007,207.470001,203,3007000,203.600006
203.970001,211.949997,203.300003,4149200,210.940002
213.220001,220.369995,211.270004,4826200,218.360001
218.289993,221.479996,216.800003,3305400,218.550003
219.880005,225.479996,219.639999,3522900,220.990005
222,223.399994,216.5,3243900,217.360001
215.380005,217.929993,211.990005,3472400,217.479996
217.550003,220.5,215,5390500,216.289993
212.210007,214.740005,207.279999,9769100,212.800003
193.570007,203.089996,193.279999,15649600,202.880005
202.899994,205.990005,200.910004,6191000,203.770004
205.699997,205.699997,201.5,3979600,204.350006
204.169998,206.169998,202.600006,2713600,204.460007
205,212.440002,203.75,5154100,211.710007
210.779999,217.600006,209.809998,5982100,217.110001
215.660004,218.199997,206.330002,8499800,207.339996
207.289993,207.289993,201.699997,6603600,204.110001
204.940002,207.139999,202.580002,3909500,203.759995
204,211.089996,202.220001,6472900,207.190002
206.899994,208.550003,202.800003,3882100,203.339996
202.699997,203.339996,195.830002,7922100,197.330002
196.809998,200.240005,195.320007,4432300,199.559998
199.25,202.520004,197.210007,4222000,202.440002
202.850006,206.190002,200.149994,4877000,200.630005
199.210007,200.75,192.149994,6712400,193.880005
194.389999,194.490005,188.25,6736700,190.880005
188.460007,193.5,187.600006,5579700,190.320007
191.149994,196.179993,191.009995,4974900,193.740005
193.75,194.449997,189.75,4149300,191.070007
188.949997,191.75,187.320007,5434300,188.679993
192,195.910004,189.800003,5628800,195.699997
195.429993,198.710007,193.940002,4894100,194.729996
194.960007,200.880005,193.110001,4820900,200.710007
202,204.589996,194.529999,8475200,195.649994
197.449997,198.990005,195.619995,4269500,198.080002
198.5,200.5,197.470001,2631600,199.630005
201.580002,203.789993,199.75,3649900,201.720001
198.270004,198.589996,192.699997,5730400,194.300003
193.919998,194.789993,189.699997,4128000,190.410004
189.070007,189.289993,181.399994,8604900,185
185.850006,192.25,181.800003,10089500,190.570007
193.529999,193.759995,188.410004,5026600,188.770004
188.699997,192.300003,186.050003,3794600,187.589996
190.229996,193.229996,190,5010400,191
198,207.75,197.5,12455800,203.100006
202.509995,205.059998,201.139999,4347900,203.25
208.199997,210.899994,205.869995,6303100,207.669998
208.429993,210.369995,206.119995,3800200,210.089996
209.850006,211.649994,209,4067700,210.899994
210.440002,213,209.050003,3758200,209.779999
208.570007,209.490005,205.5,3026000,207.460007
207.460007,209.589996,206.600006,1952400,207.830002
207.699997,209.169998,206.289993,1659100,206.699997
204.990005,206.880005,203.5,2469900,206.789993
206.779999,207.850006,203.850006,2559300,205.270004
205.800003,210.75,204.309998,3432500,209.410004
212.5,221.880005,211.690002,7863000,219.440002
218.270004,221.479996,217.149994,4411200,218.600006
220.5,220.800003,218.009995,2427800,218.429993
222.559998,238.75,222,11672600,231.550003
234.75,235.5,228.029999,6085400,230.479996
230.050003,234.970001,227.630005,3936100,232.449997
230.389999,232.889999,225.169998,3911900,226.050003
229.940002,231.770004,220.410004,5281700,226.029999
228.179993,234.729996,227.110001,4434600,230.509995
237.759995,239.5,229.130005,5796900,232.949997
234.100006,234.470001,228.199997,5270900,230.429993
221,237.479996,220.25,9455900,236.800003
235.990005,238.410004,233.699997,4668200,236.610001
236.289993,242.880005,235.309998,5672300,239.490005
240.110001,246.350006,238.190002,6363400,244.740005
247.610001,248.300003,242.25,5440200,243.179993
244.820007,244.889999,241.25,2895900,244.100006
243.929993,249.399994,242.5,4527600,248.839996
247,249.899994,246,3353200,248.75
248.429993,251,246.149994,3674200,247.139999
247.130005,247.740005,241.369995,3755600,244.350006
243.029999,246.619995,242.360001,1970600,245.619995
245.380005,248.600006,245.009995,2223100,247.729996
247.679993,252,246.5,3498700,247.460007
248.509995,249.5,245.550003,3408200,247.429993
247.029999,251.800003,245.050003,3647300,251.449997
251,252.869995,249.429993,3789300,250.800003
251.410004,251.600006,247.470001,2505100,249.449997
248.919998,249.399994,246.300003,2134800,248.350006
248.199997,250.720001,247.009995,1775500,248.990005
247.5,249.300003,245.710007,2453600,245.919998
246,249.699997,245.679993,3022000,249.139999
250.850006,258.75,250.309998,5017000,256.290009
255.399994,257.73999,254.139999,2611100,256
251.899994,254,248.5,3454500,250.699997
253.259995,254.369995,250.429993,2044100,251.410004
250.210007,253.460007,250.210007,1422300,250.690002
249.699997,251.279999,246.009995,2186200,250.380005
250.130005,253.440002,249.100006,1984700,253.119995
252.169998,264.359985,252.020004,5512900,260.410004
262,263.459991,260.019989,2782700,261.890015
262.399994,263.799988,260.100006,2463000,262.51001
262.149994,264.399994,255.690002,4561100,259.790009
260.320007,268,258.570007,3870800,267.670013
266.980011,267.350006,263.720001,2412300,265.170013
266.450012,271.410004,265.25,2849200,268.790009
268.890015,269.109985,266,3838400,267.089996
261.950012,265.950012,260.700012,3478900,262.019989
264.799988,270.920013,264,3086900,268.26001
271.109985,272.619995,267.850006,2101200,269.149994
280.200012,282.450012,273.309998,7163900,280.019989
278.880005,281.690002,276.299988,4121900,279.720001
275,275.200012,260.769989,6105100,267.880005
259.320007,260.799988,254.309998,6221100,254.960007
259.079987,262.950012,256.790009,3325100,257.920013
262.220001,263,257.820007,2610900,259.149994
262.25,262.549988,256.049988,2960300,262.160004
262.100006,265.98999,260.51001,1907600,265.649994
266.73999,267.48999,262.079987,2021600,263.140015
